age,attrition,businesstravel,distancefromhome,education,educationfield,employeenumber,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,remotework,department,environmentsatisfaction
46,no,travel_rarely,38,2,medical,103.0,m,3,2, human resources ,2,divorced,5021.0,8,yes,22,4,part_time,1,2,3.0,4,0,2,yes,human resources,3
34,no,travel_rarely,1,2,medical,110.0,m,3,2, manufacturing director ,2,married,,1,no,15,3,part_time,0,2,3.0,5,1,3,yes,research & development,1
51,no,travel_rarely,9,4,,116.0,m,3,1, laboratory technician ,4,,,3,,23,2,full_time,2,4,3.0,4,0,3,yes,research & development,4
24,no,travel_rarely,3,2,other,128.0,f,3,2, sales executive ,3,married,,0,no,21,1,full_time,1,2,2.0,3,0,2,yes,sales,1
44,no,,23,3,,132.0,m,3,2, laboratory technician ,2,married,,4,,12,3,full_time,1,3,4.0,3,1,2,yes,research & development,2
37,yes,travel_rarely,6,4,human resources,133.0,m,3,1, human resources ,1,divorced,,4,,22,4,full_time,0,3,3.0,3,0,2,yes,human resources,3
59,no,non_travel,2,4,human resources,,f,2,5, manager ,4,,18844.0,9,no,21,4,part_time,1,3,3.0,3,2,2,no,unknow,3
25,no,,7,1,,143.0,m,2,1, research scientist ,4,married,,1,no,11,3,full_time,2,2,,2,2,1,yes,research & development,4
43,no,,26,3,medical,171.0,f,4,1, research scientist ,3,single,4739.0,4,,12,4,full_time,0,2,3.0,3,1,2,yes,research & development,2
50,no,travel_frequently,12,3,,,f,3,3, sales executive ,4,single,,4,no,11,4,full_time,0,3,,2,2,1,no,sales,3
31,yes,travel_rarely,20,3,,175.0,f,1,2, sales executive ,3,,,3,yes,11,3,full_time,1,2,3.0,2,2,2,yes,sales,2
36,no,,6,2,medical,178.0,m,3,2, manufacturing director ,2,divorced,,6,no,20,4,full_time,2,0,3.0,3,0,1,no,research & development,2
51,yes,travel_frequently,16,4,,179.0,m,1,3, manufacturing director ,4,,10650.0,2,,15,4,full_time,0,2,3.0,4,0,3,no,research & development,1
25,no,,28,3,life sciences,,m,2,2, sales executive ,3,,,2,,18,4,full_time,0,3,3.0,2,2,2,no,sales,1
38,no,travel_rarely,3,5,technical degree,193.0,f,3,2, research scientist ,3,,4317.0,3,yes,20,2,full_time,0,2,,3,2,2,no,research & development,4
30,no,travel_rarely,5,3,technical degree,197.0,f,3,1, research scientist ,1,divorced,,5,no,14,4,full_time,1,3,3.0,3,2,2,yes,research & development,4
22,no,,36,1,medical,,m,3,1, research scientist ,4,married,,1,no,24,1,part_time,2,6,3.0,2,2,2,yes,research & development,3
27,no,non_travel,9,3,medical,218.0,m,3,1, research scientist ,2,,2024.0,6,,18,4,part_time,1,1,1.0,2,2,2,yes,research & development,4
28,no,,21,3,medical,221.0,m,3,1, research scientist ,4,married,,1,no,11,3,full_time,1,2,1.0,5,0,2,yes,research & development,3
27,no,,17,3,,233.0,m,3,1, research scientist ,2,,3058.0,0,,16,4,full_time,1,3,2.0,5,1,1,yes,research & development,3
56,no,travel_rarely,8,3,life sciences,241.0,f,3,1, research scientist ,1,divorced,,4,,18,3,part_time,1,3,,2,2,2,yes,research & development,3
38,no,travel_rarely,9,2,,245.0,f,3,1, laboratory technician ,4,single,,1,,12,3,full_time,0,3,,2,2,1,yes,research & development,3
31,no,travel_rarely,12,1,medical,246.0,f,3,1, research scientist ,4,,3929.0,8,,23,3,part_time,1,0,3.0,4,0,2,yes,research & development,3
34,no,travel_rarely,27,2,medical,247.0,f,3,1, research scientist ,2,,,2,no,15,4,full_time,0,3,3.0,3,1,2,yes,research & development,4
50,no,,1,3,,249.0,m,2,1, laboratory technician ,3,,,2,,15,4,full_time,1,2,2.0,3,0,2,no,research & development,3
53,no,,13,2,,250.0,f,4,2, manufacturing director ,1,divorced,,1,no,11,3,full_time,2,3,3.0,4,1,3,no,research & development,4
35,no,travel_frequently,24,3,medical,269.0,f,3,2, laboratory technician ,2,single,4425.0,5,,11,4,full_time,0,5,3.0,6,1,2,yes,research & development,2
27,no,travel_frequently,1,1,,,m,2,2, manufacturing director ,1,married,,5,,19,3,full_time,1,1,3.0,2,2,0,no,research & development,3
40,no,,38,2,,,m,3,2, laboratory technician ,4,married,,8,,15,3,full_time,1,2,4.0,7,3,7,yes,research & development,3
22,no,,22,3,life sciences,,m,4,1, research scientist ,2,,2328.0,1,,16,1,full_time,1,2,2.0,4,2,2,no,research & development,2
40,no,,10,5,life sciences,287.0,m,2,2, healthcare representative ,4,,,9,no,14,4,part_time,1,5,1.0,3,0,2,yes,research & development,4
46,no,,1,4,,288.0,m,3,3, healthcare representative ,1,,,7,no,16,3,part_time,1,3,3.0,4,0,3,yes,research & development,4
30,yes,,3,3,technical degree,297.0,f,3,1, research scientist ,1,,2657.0,5,yes,11,3,full_time,0,5,3.0,5,0,4,yes,research & development,4
29,yes,,1,3,,,m,3,1, research scientist ,3,single,,0,,14,4,full_time,0,1,2.0,6,1,5,no,research & development,3
54,no,,3,3,,303.0,f,3,2, sales executive ,1,married,5940.0,2,,14,4,full_time,1,4,3.0,6,0,5,no,sales,4
33,no,travel_rarely,4,4,,305.0,f,2,1, research scientist ,2,married,2622.0,6,,21,4,full_time,0,3,3.0,3,1,1,yes,research & development,3
52,no,travel_rarely,2,3,,316.0,f,2,1, laboratory technician ,4,single,3212.0,7,,15,2,full_time,0,3,2.0,2,2,2,yes,research & development,3
59,no,travel_rarely,6,2,medical,,m,3,1, human resources ,3,married,,8,,17,4,full_time,0,2,2.0,2,2,2,no,human resources,2
32,yes,,1,3,,,m,2,1, laboratory technician ,3,single,,0,,14,4,full_time,0,2,1.0,3,1,2,yes,research & development,4
39,no,,24,4,medical,332.0,f,3,1, laboratory technician ,3,divorced,,7,no,14,3,part_time,3,1,3.0,3,1,2,no,research & development,2
32,no,non_travel,26,4,marketing,,m,3,2, sales executive ,4,,,0,no,18,1,part_time,0,2,3.0,3,2,2,yes,sales,3
31,no,,3,4,medical,337.0,m,3,3, research director ,3,divorced,,9,no,12,1,full_time,1,3,3.0,2,2,2,yes,research & development,2
33,no,travel_rarely,5,4,life sciences,338.0,f,2,1, research scientist ,4,married,2911.0,1,,13,3,full_time,1,2,2.0,2,0,2,yes,research & development,3
45,no,,23,4,life sciences,341.0,m,4,2, manufacturing director ,3,,,4,,17,4,full_time,1,1,3.0,3,0,2,yes,research & development,1
42,no,,17,2,,347.0,f,4,2, research scientist ,1,single,,3,yes,13,3,full_time,0,1,3.0,3,0,2,yes,research & development,4
29,no,,19,2,marketing,349.0,m,3,2, sales executive ,4,divorced,6931.0,2,no,14,4,full_time,1,2,3.0,3,0,2,no,sales,4
25,no,travel_rarely,1,3,,350.0,f,3,2, manufacturing director ,3,married,,0,no,12,4,full_time,2,3,3.0,4,1,2,no,research & development,1
32,no,,2,1,,362.0,m,2,2, laboratory technician ,1,,2176.0,4,no,13,4,part_time,0,5,3.0,6,0,4,no,research & development,4
28,no,travel_rarely,9,3,,,m,3,1, research scientist ,4,married,,1,no,23,4,full_time,1,3,,5,0,4,yes,research & development,4
21,no,travel_rarely,3,2,,379.0,m,2,1, research scientist ,3,single,3230.0,1,no,17,1,part_time,0,4,4.0,3,1,0,no,research & development,4
37,no,non_travel,1,4,medical,380.0,f,3,3, research director ,4,divorced,,2,yes,18,1,full_time,2,2,3.0,5,0,2,no,research & development,1
38,no,travel_rarely,23,4,life sciences,393.0,m,3,2, healthcare representative ,4,,,9,,14,2,part_time,1,2,3.0,2,1,2,no,research & development,4
26,yes,travel_rarely,16,4,medical,394.0,m,3,1, laboratory technician ,2,divorced,,2,yes,13,4,part_time,1,2,3.0,3,0,2,no,research & development,1
49,no,,10,4,life sciences,396.0,f,3,5, research director ,1,single,18665.0,9,yes,11,4,full_time,0,4,3.0,3,1,2,yes,research & development,3
31,no,travel_frequently,5,3,,,f,3,1, sales representative ,2,divorced,2789.0,1,,11,3,full_time,1,5,2.0,2,2,2,yes,sales,4
37,no,travel_frequently,9,3,medical,403.0,m,3,1, research scientist ,4,married,,1,,12,3,part_time,3,3,2.0,4,1,2,no,research & development,2
31,no,travel_rarely,11,4,,423.0,m,3,1, research scientist ,4,married,,0,,12,3,full_time,1,4,3.0,5,0,3,yes,research & development,1
31,no,travel_rarely,2,3,human resources,424.0,m,2,2, human resources ,1,,6410.0,3,no,12,4,full_time,0,1,3.0,2,1,0,no,human resources,1
31,no,,2,4,,,m,3,1, research scientist ,4,,,0,,18,2,full_time,1,2,1.0,2,2,2,yes,research & development,3
52,yes,,17,4,medical,433.0,m,2,2, research scientist ,2,,4941.0,2,no,15,1,part_time,0,3,2.0,8,7,7,no,research & development,1
28,yes,,2,4,medical,440.0,m,1,1, research scientist ,4,married,,5,yes,13,4,full_time,0,4,2.0,3,2,2,yes,research & development,1
47,no,travel_rarely,5,5,,447.0,m,3,5, research director ,3,married,,4,,11,2,part_time,1,2,3.0,3,1,1,no,research & development,4
29,no,,9,5,other,455.0,m,2,1, laboratory technician ,4,,3983.0,0,no,17,3,part_time,0,2,,3,2,2,yes,research & development,2
37,no,,5,2,medical,460.0,m,3,2, manufacturing director ,4,,6347.0,7,no,16,3,full_time,2,2,2.0,6,0,4,yes,research & development,4
23,no,,26,1,,465.0,m,3,1, research scientist ,4,,2904.0,1,,12,3,full_time,2,2,2.0,4,0,2,no,research & development,3
42,no,travel_rarely,2,1,,470.0,m,3,1, human resources ,3,divorced,2696.0,0,yes,11,3,full_time,1,5,3.0,3,1,0,no,human resources,3
30,no,,25,2,,475.0,f,3,2, sales executive ,3,,,7,,12,2,full_time,1,2,4.0,2,2,2,no,sales,4
21,yes,,31,1,,478.0,f,2,1, sales representative ,2,single,2174.0,1,,11,3,full_time,0,3,3.0,3,1,2,yes,sales,1
57,no,travel_rarely,1,4,medical,482.0,m,3,2, healthcare representative ,3,,6755.0,2,no,11,3,full_time,0,2,3.0,3,1,2,yes,research & development,4
21,no,,9,2,,,m,3,1, sales representative ,4,single,,1,,24,3,full_time,0,3,2.0,3,2,2,yes,sales,1
31,no,travel_rarely,9,4,life sciences,,m,2,1, research scientist ,2,,2657.0,0,,16,4,full_time,0,5,3.0,2,2,2,yes,research & development,3
29,no,,17,3,,495.0,m,3,1, research scientist ,4,,,9,no,16,4,full_time,0,4,3.0,3,1,2,no,research & development,1
27,no,travel_rarely,1,2,,,m,3,1, laboratory technician ,2,,,1,no,11,2,part_time,1,2,3.0,5,0,4,yes,research & development,4
49,no,travel_rarely,7,3,other,,m,2,3, healthcare representative ,3,single,10965.0,8,no,24,3,full_time,0,2,3.0,5,0,0,yes,research & development,2
36,no,travel_rarely,2,3,,501.0,f,3,1, research scientist ,3,married,2543.0,4,no,13,2,full_time,1,3,3.0,2,2,2,yes,research & development,4
34,yes,non_travel,19,3,marketing,502.0,m,4,2, sales executive ,4,,5304.0,8,yes,13,2,full_time,0,3,2.0,5,0,4,yes,sales,1
24,no,,10,4,marketing,507.0,f,3,2, sales executive ,3,divorced,,1,yes,12,4,full_time,1,2,4.0,5,0,3,yes,sales,4
42,no,,1,4,,517.0,f,3,1, laboratory technician ,1,,,3,no,16,2,part_time,1,5,3.0,5,1,2,yes,research & development,2
54,no,,5,2,medical,522.0,m,3,5, research director ,1,married,19406.0,4,,11,3,part_time,1,4,2.0,4,1,2,no,research & development,1
34,no,,4,4,,523.0,f,3,2, sales executive ,3,married,6538.0,9,no,15,1,full_time,1,3,3.0,3,1,2,yes,sales,3
43,no,,21,3,,525.0,m,3,1, laboratory technician ,4,,2258.0,7,,20,1,part_time,1,1,3.0,3,1,2,yes,research & development,4
43,no,travel_rarely,8,4,other,526.0,f,3,2, healthcare representative ,3,,,4,yes,14,4,full_time,0,3,3.0,5,0,2,yes,research & development,3
31,no,travel_rarely,1,2,,530.0,m,2,1, laboratory technician ,1,married,2218.0,1,no,12,3,part_time,1,3,,4,3,2,no,research & development,4
25,yes,travel_rarely,3,3,medical,,m,3,1, laboratory technician ,1,married,,5,no,13,3,part_time,1,5,,2,0,2,yes,research & development,1
45,no,,10,2,life sciences,544.0,m,3,1, research scientist ,4,married,2654.0,3,no,21,4,full_time,2,3,2.0,2,0,2,yes,research & development,1
52,no,travel_rarely,4,2,life sciences,,f,3,4, manager ,4,married,,2,no,13,4,full_time,0,2,1.0,5,1,4,no,unknow,4
34,yes,travel_frequently,6,2,,555.0,f,1,1, sales representative ,3,,,0,no,16,4,full_time,1,3,2.0,2,1,0,yes,sales,4
26,no,travel_rarely,23,3,life sciences,,f,3,1, research scientist ,4,divorced,,1,no,22,2,full_time,2,3,1.0,3,0,2,yes,research & development,1
29,no,,3,4,,564.0,m,2,3, research director ,3,,11935.0,1,no,18,3,full_time,0,2,3.0,10,0,7,yes,research & development,2
29,yes,,25,5,technical degree,,f,2,1, research scientist ,2,married,2546.0,5,no,16,2,full_time,0,2,4.0,2,1,1,no,research & development,3
46,no,,2,3,life sciences,,m,3,4, research director ,3,married,17861.0,6,no,13,3,part_time,0,2,1.0,3,0,1,no,research & development,1
46,no,,10,3,marketing,580.0,f,2,3, sales executive ,4,,,2,,19,3,part_time,1,3,3.0,3,1,2,no,sales,3
30,no,travel_rarely,7,1,marketing,585.0,m,3,1, sales representative ,2,single,,0,,14,1,part_time,0,3,3.0,3,1,2,yes,sales,4
34,yes,travel_frequently,23,3,,,f,3,3, human resources ,1,divorced,,9,yes,15,3,full_time,3,2,3.0,3,0,2,no,human resources,2
42,no,,5,2,other,591.0,m,3,1, laboratory technician ,3,married,,4,no,17,4,full_time,1,4,,2,2,0,yes,research & development,2
22,yes,,25,1,technical degree,593.0,m,2,1, laboratory technician ,3,single,3894.0,5,no,16,3,full_time,0,3,3.0,2,1,2,yes,research & development,3
29,no,travel_rarely,19,3,technical degree,611.0,m,3,2, manufacturing director ,4,divorced,4262.0,4,no,12,2,full_time,2,2,4.0,3,1,2,yes,research & development,4
46,no,travel_frequently,18,1,medical,624.0,f,3,3, healthcare representative ,3,married,10527.0,5,no,11,4,full_time,0,3,2.0,2,1,2,yes,research & development,1
32,yes,,11,4,other,631.0,m,4,2, sales executive ,3,,,8,,12,4,part_time,0,2,3.0,4,1,2,yes,sales,4
24,no,,24,3,medical,632.0,m,3,1, sales representative ,4,,2400.0,0,no,13,3,full_time,2,3,3.0,2,2,1,no,sales,4
35,no,travel_rarely,25,2,,652.0,m,2,2, laboratory technician ,4,single,3681.0,4,no,14,4,full_time,0,3,3.0,3,0,2,no,research & development,1
42,no,,2,4,life sciences,659.0,f,3,2, healthcare representative ,4,married,,1,no,13,2,full_time,2,4,3.0,10,2,2,yes,research & development,3
48,no,travel_rarely,1,4,,664.0,f,2,4, manager ,1,married,,7,no,11,1,full_time,1,3,1.0,3,0,2,yes,unknow,4
44,no,travel_rarely,1,4,,665.0,f,2,2, human resources ,3,,,4,no,11,2,full_time,0,1,4.0,2,0,2,yes,human resources,1
34,no,,14,3,,666.0,f,3,1, sales representative ,3,,,1,yes,18,4,full_time,2,3,3.0,8,0,6,yes,sales,3
21,no,,22,1,technical degree,,m,3,1, sales representative ,3,,3447.0,1,,11,3,full_time,0,2,3.0,3,1,2,yes,sales,3
44,no,travel_rarely,3,4,,671.0,m,3,5, manager ,4,,19513.0,4,,12,1,full_time,1,2,4.0,2,0,1,yes,unknow,4
22,no,travel_rarely,6,1,medical,675.0,m,3,1, research scientist ,3,married,,0,,20,4,part_time,0,3,3.0,2,2,2,yes,research & development,1
26,no,travel_rarely,6,3,,686.0,f,3,1, laboratory technician ,4,,2659.0,1,yes,13,3,full_time,1,2,3.0,3,0,2,no,research & development,3
36,no,,9,2,medical,699.0,m,2,2, manufacturing director ,2,,8847.0,2,yes,11,3,full_time,1,2,3.0,3,0,2,yes,research & development,2
27,no,,3,4,medical,,m,2,1, research scientist ,4,single,2045.0,0,,13,4,full_time,0,0,3.0,4,1,1,yes,research & development,1
23,no,travel_rarely,4,3,,705.0,m,4,1, research scientist ,1,,,2,,16,1,full_time,1,3,4.0,3,0,2,no,research & development,1
25,no,,8,3,life sciences,707.0,m,4,2, sales executive ,2,,4851.0,0,no,22,3,full_time,1,4,3.0,3,1,2,no,sales,4
48,no,,14,1,,712.0,m,4,2, sales executive ,2,married,8120.0,3,,12,4,full_time,0,3,3.0,2,2,2,yes,sales,1
24,yes,travel_rarely,3,2,life sciences,,f,3,2, sales executive ,3,single,4577.0,9,no,14,1,full_time,0,3,3.0,2,2,0,yes,sales,1
60,no,travel_rarely,16,4,,732.0,m,3,2, sales executive ,1,single,5405.0,8,no,14,4,part_time,0,1,3.0,2,2,2,no,sales,1
50,no,,8,4,marketing,738.0,m,3,1, sales representative ,2,married,,7,no,15,4,full_time,1,2,3.0,2,2,2,yes,sales,4
44,no,non_travel,24,3,,744.0,m,1,1, laboratory technician ,3,single,3708.0,2,,14,3,full_time,0,5,3.0,5,1,4,no,research & development,1
47,no,travel_frequently,3,3,,746.0,f,3,4, sales executive ,3,divorced,13770.0,9,yes,12,4,full_time,2,2,2.0,22,11,13,yes,sales,4
42,yes,,19,3,,752.0,m,4,1, research scientist ,3,divorced,,6,,12,4,full_time,0,2,3.0,2,2,2,yes,research & development,3
43,no,travel_frequently,15,3,life sciences,754.0,m,2,2, sales executive ,4,married,,3,,18,3,full_time,1,5,3.0,2,2,2,yes,sales,4
40,no,,2,1,,,f,2,1, research scientist ,4,single,,0,,20,4,full_time,0,2,2.0,4,2,3,no,research & development,4
29,no,,10,3,,,m,3,1, sales representative ,2,,2297.0,1,no,14,4,part_time,2,2,3.0,2,2,2,no,sales,4
53,no,,6,3,,769.0,m,3,2, laboratory technician ,4,single,2450.0,2,,17,4,full_time,0,4,3.0,2,2,2,no,research & development,4
23,no,travel_rarely,12,1,medical,,m,4,1, research scientist ,3,single,,1,,18,4,part_time,0,3,3.0,2,0,2,no,research & development,1
55,yes,,2,3,medical,,m,3,5, manager ,1,,,5,yes,13,4,full_time,1,2,3.0,5,1,4,no,unknow,4
26,no,travel_frequently,1,2,life sciences,792.0,f,1,1, laboratory technician ,4,,,3,no,14,1,part_time,1,2,3.0,2,2,0,yes,research & development,1
34,no,travel_rarely,1,4,,797.0,f,4,1, research scientist ,4,single,,2,no,16,3,part_time,0,2,3.0,4,1,3,no,research & development,2
27,no,,8,1,marketing,800.0,m,3,2, sales executive ,4,married,4342.0,0,,19,2,full_time,1,3,3.0,4,1,1,yes,sales,3
35,no,travel_rarely,8,4,,,f,3,1, sales representative ,4,,2572.0,1,no,16,2,full_time,1,1,2.0,3,0,2,yes,sales,1
30,no,travel_rarely,18,3,,806.0,m,1,1, laboratory technician ,3,married,,3,no,21,3,full_time,2,2,3.0,2,0,2,yes,research & development,4
34,no,,8,2,,,f,3,2, sales executive ,1,,6500.0,5,no,17,2,full_time,1,1,3.0,3,1,2,yes,sales,3
52,no,travel_rarely,25,4,life sciences,813.0,f,3,2, laboratory technician ,3,,3149.0,8,,20,2,part_time,1,3,3.0,5,1,4,yes,research & development,2
33,yes,travel_rarely,16,3,marketing,819.0,f,3,2, sales executive ,1,single,5324.0,5,,15,3,full_time,0,3,3.0,3,0,2,no,sales,1
35,no,travel_rarely,20,4,,,f,4,1, research scientist ,3,single,,3,no,13,3,full_time,0,0,3.0,2,2,2,no,research & development,2
28,yes,,2,4,,,m,3,1, research scientist ,3,single,4382.0,6,no,17,4,full_time,0,3,2.0,2,2,1,yes,research & development,3
36,no,travel_rarely,13,3,human resources,,m,3,1, human resources ,2,married,,4,,13,2,full_time,1,2,3.0,5,0,4,yes,human resources,3
34,no,travel_frequently,16,4,,838.0,f,2,1, research scientist ,4,single,2553.0,1,no,16,3,part_time,0,3,3.0,5,1,3,yes,research & development,3
34,no,,3,2,,847.0,m,3,1, human resources ,4,,,0,,19,3,full_time,1,1,1.0,3,0,2,no,human resources,3
44,no,travel_rarely,4,3,,852.0,m,3,2, healthcare representative ,2,single,5933.0,9,,12,4,part_time,0,2,2.0,5,2,3,yes,research & development,4
32,no,,13,4,life sciences,859.0,m,3,2, sales executive ,4,divorced,4403.0,2,,11,3,part_time,1,3,2.0,5,0,3,yes,sales,2
53,no,,7,2,,,f,2,3, sales executive ,4,married,10934.0,7,yes,18,4,full_time,1,3,3.0,5,0,4,no,sales,1
22,no,,1,2,life sciences,872.0,m,2,2, manufacturing director ,4,,,6,,22,1,full_time,2,2,1.0,2,2,2,no,research & development,4
44,no,travel_rarely,8,4,life sciences,874.0,m,4,1, laboratory technician ,4,,,2,yes,24,3,full_time,1,2,2.0,3,0,2,no,research & development,1
35,yes,travel_frequently,25,4,life sciences,881.0,f,3,1, research scientist ,2,divorced,2022.0,1,,19,1,full_time,1,3,2.0,10,7,8,yes,research & development,4
25,no,,4,1,,885.0,m,2,2, sales executive ,1,,4256.0,1,no,12,1,full_time,0,1,4.0,5,0,3,no,sales,3
49,no,travel_rarely,1,3,technical degree,,f,3,1, research scientist ,1,,3580.0,2,no,16,2,full_time,1,2,3.0,4,0,2,no,research & development,3
24,no,non_travel,19,1,life sciences,888.0,m,2,1, laboratory technician ,4,,,0,,17,4,full_time,0,2,2.0,5,3,4,no,research & development,1
38,no,travel_rarely,9,3,marketing,893.0,m,2,1, sales representative ,2,,2899.0,0,,19,4,part_time,1,3,3.0,2,1,2,yes,sales,2
29,yes,travel_rarely,1,3,medical,896.0,f,2,1, sales representative ,3,,,6,yes,19,3,part_time,3,3,3.0,3,0,2,no,sales,2
43,no,travel_frequently,1,3,life sciences,902.0,f,3,2, healthcare representative ,4,married,5562.0,4,,13,2,part_time,1,2,2.0,5,2,2,yes,research & development,4
28,no,travel_rarely,5,4,medical,916.0,m,3,2, sales executive ,4,single,,1,,14,2,part_time,0,3,3.0,4,0,2,no,sales,1
20,yes,travel_rarely,2,3,,922.0,f,2,1, sales representative ,3,single,,1,,13,4,full_time,0,3,2.0,2,0,2,yes,sales,3
47,no,,2,4,life sciences,925.0,f,2,1, sales representative ,4,single,,1,yes,18,1,full_time,0,3,2.0,3,1,2,yes,sales,4
22,yes,travel_rarely,3,1,life sciences,,f,3,2, manufacturing director ,3,married,,0,yes,19,1,full_time,1,3,4.0,3,0,2,yes,research & development,2
28,no,,9,3,medical,930.0,f,3,1, research scientist ,3,divorced,2377.0,5,no,18,2,full_time,1,2,3.0,2,2,2,yes,research & development,3
39,yes,,6,3,medical,,m,3,1, laboratory technician ,1,married,2404.0,7,,21,4,full_time,0,2,1.0,2,2,2,yes,research & development,4
33,no,travel_rarely,1,4,,939.0,m,2,1, research scientist ,1,single,2799.0,3,,11,2,full_time,0,1,3.0,3,0,2,no,research & development,3
36,no,travel_rarely,7,4,other,,m,3,1, research scientist ,4,single,,2,,18,3,part_time,0,6,3.0,6,0,1,yes,research & development,2
35,no,travel_rarely,48,3,,975.0,f,3,2, sales executive ,3,,,1,,16,2,full_time,0,3,3.0,5,1,0,yes,sales,3
31,yes,,9,2,medical,991.0,m,2,1, research scientist ,1,single,,0,yes,22,1,full_time,0,0,3.0,3,1,2,no,research & development,3
33,no,travel_rarely,13,1,life sciences,995.0,f,3,1, research scientist ,4,single,3452.0,3,,18,1,full_time,0,4,3.0,3,0,2,no,research & development,2
27,no,,24,4,,1001.0,f,3,1, laboratory technician ,2,married,2811.0,9,no,14,2,full_time,1,2,3.0,2,2,2,no,research & development,2
30,yes,travel_rarely,22,3,,,f,3,1, research scientist ,3,married,,4,,11,2,full_time,0,2,,5,0,1,yes,research & development,1
24,no,,17,1,medical,,f,2,2, manufacturing director ,3,divorced,4377.0,1,no,15,2,full_time,2,6,3.0,4,3,2,no,research & development,4
35,yes,travel_rarely,14,4,other,1010.0,m,2,1, laboratory technician ,2,divorced,,1,yes,24,4,part_time,1,2,1.0,4,0,2,no,research & development,3
30,yes,,5,3,,1017.0,f,3,1, laboratory technician ,2,,,0,,17,1,full_time,0,3,3.0,3,1,2,yes,research & development,2
48,no,travel_rarely,6,3,,1022.0,m,2,2, healthcare representative ,3,,4240.0,2,no,13,4,full_time,0,0,3.0,2,2,2,yes,research & development,1
41,no,travel_rarely,7,2,medical,,f,3,2, manufacturing director ,3,,,6,,14,2,full_time,0,6,3.0,2,2,1,no,research & development,4
27,no,,2,4,,1027.0,f,3,2, manufacturing director ,4,,4227.0,0,,18,2,full_time,1,2,,3,2,2,yes,research & development,1
35,no,travel_rarely,10,3,other,1028.0,m,3,1, laboratory technician ,4,,3917.0,1,no,20,1,full_time,1,4,2.0,3,1,2,no,research & development,2
26,yes,non_travel,29,2,medical,1037.0,m,1,2, sales executive ,1,single,4969.0,8,no,18,4,part_time,0,6,3.0,2,2,2,yes,sales,2
33,no,non_travel,8,1,life sciences,1044.0,f,2,1, sales representative ,4,,,0,,19,4,full_time,0,2,2.0,2,2,2,no,sales,2
26,yes,,2,3,life sciences,1053.0,m,3,1, research scientist ,1,married,2042.0,6,,14,2,full_time,1,2,3.0,3,1,2,yes,research & development,1
38,no,travel_frequently,3,4,,,m,3,1, research scientist ,3,,2821.0,3,no,16,1,full_time,1,2,3.0,2,2,2,no,research & development,3
46,no,,47,4,medical,1069.0,m,3,5, research director ,4,,,9,no,17,4,part_time,2,0,3.0,2,2,2,yes,research & development,4
20,yes,,9,3,marketing,1077.0,f,3,1, sales representative ,4,single,,1,yes,14,2,part_time,0,3,3.0,2,0,2,yes,sales,4
30,no,,20,3,other,1084.0,m,3,2, manufacturing director ,1,married,9957.0,0,,15,3,full_time,1,1,2.0,6,0,2,no,research & development,2
27,no,non_travel,8,5,,1094.0,m,1,1, laboratory technician ,3,married,,1,,19,4,part_time,3,4,,3,1,2,no,research & development,1
55,no,,2,1,,1096.0,m,3,3, manufacturing director ,2,married,,3,no,18,2,full_time,1,4,3.0,3,1,2,yes,research & development,4
33,no,travel_rarely,5,3,life sciences,1099.0,m,2,3, healthcare representative ,4,,,4,no,15,3,full_time,1,2,3.0,3,1,2,yes,research & development,4
28,no,,15,2,life sciences,1102.0,m,3,1, laboratory technician ,3,,2207.0,1,no,16,4,full_time,1,5,2.0,4,2,2,yes,research & development,1
34,no,,3,1,life sciences,1103.0,m,3,2, healthcare representative ,4,,7756.0,0,no,17,3,full_time,0,1,2.0,6,0,4,yes,research & development,1
33,yes,,25,3,medical,1108.0,m,2,1, research scientist ,2,single,,4,yes,20,2,full_time,0,0,3.0,2,2,2,no,research & development,1
33,no,,7,3,life sciences,1114.0,f,3,2, sales executive ,2,married,,0,no,17,3,part_time,1,3,3.0,3,0,2,no,sales,4
21,no,,1,1,,1131.0,f,2,1, research scientist ,2,single,2070.0,1,yes,11,3,part_time,0,6,4.0,2,2,2,yes,research & development,4
31,no,travel_frequently,20,3,,1135.0,m,4,1, sales representative ,4,married,2791.0,0,no,12,1,full_time,1,4,3.0,2,2,2,yes,sales,3
35,no,,11,2,marketing,,m,3,2, sales executive ,4,divorced,,1,,11,4,full_time,1,3,3.0,5,0,2,yes,sales,4
34,no,,2,2,,1140.0,m,3,2, manufacturing director ,3,single,,2,no,11,4,part_time,0,3,,3,0,2,yes,research & development,4
33,yes,,9,4,,1157.0,f,3,2, sales executive ,1,single,8224.0,0,,17,1,full_time,0,3,3.0,5,0,3,no,sales,1
31,yes,,15,3,medical,1160.0,m,3,1, laboratory technician ,3,,2610.0,1,no,12,3,full_time,1,5,2.0,2,2,2,yes,research & development,3
37,no,travel_rarely,25,2,,1161.0,f,2,2, healthcare representative ,4,,5731.0,7,no,13,3,full_time,2,2,3.0,6,1,3,yes,research & development,3
27,no,travel_rarely,6,3,,1162.0,m,2,1, research scientist ,3,married,2539.0,1,no,13,3,full_time,1,0,3.0,4,2,2,yes,research & development,4
