age,attrition,businesstravel,distancefromhome,education,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,remotework,department,environmentsatisfaction
25,no,Unknown,28,3,m,2,2, sales executive ,3,Unknown,6477.686121919585,2,Unknown,18,4,full_time,0,3,3,2,2,2,no,sales,1
38,no,travel_rarely,3,5,f,3,2, research scientist ,3,Unknown,4317.0,3,yes,20,2,full_time,0,2,3,3,2,2,no,research & development,4
30,no,travel_rarely,5,3,f,3,1, research scientist ,1,divorced,6477.686121919585,5,no,14,4,full_time,1,3,3,3,2,2,yes,research & development,4
22,no,Unknown,36,1,m,3,1, research scientist ,4,married,6477.686121919585,1,no,24,1,part_time,2,6,3,2,2,2,yes,research & development,3
27,no,non_travel,9,3,m,3,1, research scientist ,2,Unknown,2024.0,6,Unknown,18,4,part_time,1,1,1,2,2,2,yes,research & development,4
28,no,Unknown,21,3,m,3,1, research scientist ,4,married,6477.686121919585,1,no,11,3,full_time,1,2,1,5,0,2,yes,research & development,3
27,no,Unknown,17,3,m,3,1, research scientist ,2,Unknown,3058.0,0,Unknown,16,4,full_time,1,3,2,5,1,1,yes,research & development,3
56,no,travel_rarely,8,3,f,3,1, research scientist ,1,divorced,6477.686121919585,4,Unknown,18,3,part_time,1,3,3,2,2,2,yes,research & development,3
38,no,travel_rarely,9,2,f,3,1, laboratory technician ,4,single,6477.686121919585,1,Unknown,12,3,full_time,0,3,3,2,2,1,yes,research & development,3
31,no,travel_rarely,12,1,f,3,1, research scientist ,4,Unknown,3929.0,8,Unknown,23,3,part_time,1,0,3,4,0,2,yes,research & development,3
34,no,travel_rarely,27,2,f,3,1, research scientist ,2,Unknown,6477.686121919585,2,no,15,4,full_time,0,3,3,3,1,2,yes,research & development,4
50,no,Unknown,1,3,m,2,1, laboratory technician ,3,Unknown,6477.686121919585,2,Unknown,15,4,full_time,1,2,2,3,0,2,no,research & development,3
53,no,Unknown,13,2,f,4,2, manufacturing director ,1,divorced,6477.686121919585,1,no,11,3,full_time,2,3,3,4,1,3,no,research & development,4
35,no,travel_frequently,24,3,f,3,2, laboratory technician ,2,single,4425.0,5,Unknown,11,4,full_time,0,5,3,6,1,2,yes,research & development,2
27,no,travel_frequently,1,1,m,2,2, manufacturing director ,1,married,6477.686121919585,5,Unknown,19,3,full_time,1,1,3,2,2,0,no,research & development,3
40,no,Unknown,38,2,m,3,2, laboratory technician ,4,married,6477.686121919585,8,Unknown,15,3,full_time,1,2,4,7,3,7,yes,research & development,3
22,no,Unknown,22,3,m,4,1, research scientist ,2,Unknown,2328.0,1,Unknown,16,1,full_time,1,2,2,4,2,2,no,research & development,2
40,no,Unknown,10,5,m,2,2, healthcare representative ,4,Unknown,6477.686121919585,9,no,14,4,part_time,1,5,1,3,0,2,yes,research & development,4
46,no,Unknown,1,4,m,3,3, healthcare representative ,1,Unknown,6477.686121919585,7,no,16,3,part_time,1,3,3,4,0,3,yes,research & development,4
30,yes,Unknown,3,3,f,3,1, research scientist ,1,Unknown,2657.0,5,yes,11,3,full_time,0,5,3,5,0,4,yes,research & development,4
29,yes,Unknown,1,3,m,3,1, research scientist ,3,single,6477.686121919585,0,Unknown,14,4,full_time,0,1,2,6,1,5,no,research & development,3
54,no,Unknown,3,3,f,3,2, sales executive ,1,married,5940.0,2,Unknown,14,4,full_time,1,4,3,6,0,5,no,sales,4
33,no,travel_rarely,4,4,f,2,1, research scientist ,2,married,2622.0,6,Unknown,21,4,full_time,0,3,3,3,1,1,yes,research & development,3
52,no,travel_rarely,2,3,f,2,1, laboratory technician ,4,single,3212.0,7,Unknown,15,2,full_time,0,3,2,2,2,2,yes,research & development,3
59,no,travel_rarely,6,2,m,3,1, human resources ,3,married,6477.686121919585,8,Unknown,17,4,full_time,0,2,2,2,2,2,no,human resources,2
32,yes,Unknown,1,3,m,2,1, laboratory technician ,3,single,6477.686121919585,0,Unknown,14,4,full_time,0,2,1,3,1,2,yes,research & development,4
39,no,Unknown,24,4,f,3,1, laboratory technician ,3,divorced,6477.686121919585,7,no,14,3,part_time,3,1,3,3,1,2,no,research & development,2
32,no,non_travel,26,4,m,3,2, sales executive ,4,Unknown,6477.686121919585,0,no,18,1,part_time,0,2,3,3,2,2,yes,sales,3
31,no,Unknown,3,4,m,3,3, research director ,3,divorced,6477.686121919585,9,no,12,1,full_time,1,3,3,2,2,2,yes,research & development,2
33,no,travel_rarely,5,4,f,2,1, research scientist ,4,married,2911.0,1,Unknown,13,3,full_time,1,2,2,2,0,2,yes,research & development,3
45,no,Unknown,23,4,m,4,2, manufacturing director ,3,Unknown,6477.686121919585,4,Unknown,17,4,full_time,1,1,3,3,0,2,yes,research & development,1
42,no,Unknown,17,2,f,4,2, research scientist ,1,single,6477.686121919585,3,yes,13,3,full_time,0,1,3,3,0,2,yes,research & development,4
29,no,Unknown,19,2,m,3,2, sales executive ,4,divorced,6931.0,2,no,14,4,full_time,1,2,3,3,0,2,no,sales,4
25,no,travel_rarely,1,3,f,3,2, manufacturing director ,3,married,6477.686121919585,0,no,12,4,full_time,2,3,3,4,1,2,no,research & development,1
32,no,Unknown,2,1,m,2,2, laboratory technician ,1,Unknown,2176.0,4,no,13,4,part_time,0,5,3,6,0,4,no,research & development,4
28,no,travel_rarely,9,3,m,3,1, research scientist ,4,married,6477.686121919585,1,no,23,4,full_time,1,3,3,5,0,4,yes,research & development,4
21,no,travel_rarely,3,2,m,2,1, research scientist ,3,single,3230.0,1,no,17,1,part_time,0,4,4,3,1,0,no,research & development,4
37,no,non_travel,1,4,f,3,3, research director ,4,divorced,6477.686121919585,2,yes,18,1,full_time,2,2,3,5,0,2,no,research & development,1
38,no,travel_rarely,23,4,m,3,2, healthcare representative ,4,Unknown,6477.686121919585,9,Unknown,14,2,part_time,1,2,3,2,1,2,no,research & development,4
26,yes,travel_rarely,16,4,m,3,1, laboratory technician ,2,divorced,6477.686121919585,2,yes,13,4,part_time,1,2,3,3,0,2,no,research & development,1
49,no,Unknown,10,4,f,3,5, research director ,1,single,18665.0,9,yes,11,4,full_time,0,4,3,3,1,2,yes,research & development,3
31,no,travel_frequently,5,3,f,3,1, sales representative ,2,divorced,2789.0,1,Unknown,11,3,full_time,1,5,2,2,2,2,yes,sales,4
37,no,travel_frequently,9,3,m,3,1, research scientist ,4,married,6477.686121919585,1,Unknown,12,3,part_time,3,3,2,4,1,2,no,research & development,2
31,no,travel_rarely,11,4,m,3,1, research scientist ,4,married,6477.686121919585,0,Unknown,12,3,full_time,1,4,3,5,0,3,yes,research & development,1
31,no,travel_rarely,2,3,m,2,2, human resources ,1,Unknown,6410.0,3,no,12,4,full_time,0,1,3,2,1,0,no,human resources,1
31,no,Unknown,2,4,m,3,1, research scientist ,4,Unknown,6477.686121919585,0,Unknown,18,2,full_time,1,2,1,2,2,2,yes,research & development,3
52,yes,Unknown,17,4,m,2,2, research scientist ,2,Unknown,4941.0,2,no,15,1,part_time,0,3,2,8,7,7,no,research & development,1
28,yes,Unknown,2,4,m,1,1, research scientist ,4,married,6477.686121919585,5,yes,13,4,full_time,0,4,2,3,2,2,yes,research & development,1
47,no,travel_rarely,5,5,m,3,5, research director ,3,married,6477.686121919585,4,Unknown,11,2,part_time,1,2,3,3,1,1,no,research & development,4
29,no,Unknown,9,5,m,2,1, laboratory technician ,4,Unknown,3983.0,0,no,17,3,part_time,0,2,3,3,2,2,yes,research & development,2
37,no,Unknown,5,2,m,3,2, manufacturing director ,4,Unknown,6347.0,7,no,16,3,full_time,2,2,2,6,0,4,yes,research & development,4
23,no,Unknown,26,1,m,3,1, research scientist ,4,Unknown,2904.0,1,Unknown,12,3,full_time,2,2,2,4,0,2,no,research & development,3
42,no,travel_rarely,2,1,m,3,1, human resources ,3,divorced,2696.0,0,yes,11,3,full_time,1,5,3,3,1,0,no,human resources,3
30,no,Unknown,25,2,f,3,2, sales executive ,3,Unknown,6477.686121919585,7,Unknown,12,2,full_time,1,2,4,2,2,2,no,sales,4
21,yes,Unknown,31,1,f,2,1, sales representative ,2,single,2174.0,1,Unknown,11,3,full_time,0,3,3,3,1,2,yes,sales,1
57,no,travel_rarely,1,4,m,3,2, healthcare representative ,3,Unknown,6755.0,2,no,11,3,full_time,0,2,3,3,1,2,yes,research & development,4
21,no,Unknown,9,2,m,3,1, sales representative ,4,single,6477.686121919585,1,Unknown,24,3,full_time,0,3,2,3,2,2,yes,sales,1
31,no,travel_rarely,9,4,m,2,1, research scientist ,2,Unknown,2657.0,0,Unknown,16,4,full_time,0,5,3,2,2,2,yes,research & development,3
29,no,Unknown,17,3,m,3,1, research scientist ,4,Unknown,6477.686121919585,9,no,16,4,full_time,0,4,3,3,1,2,no,research & development,1
27,no,travel_rarely,1,2,m,3,1, laboratory technician ,2,Unknown,6477.686121919585,1,no,11,2,part_time,1,2,3,5,0,4,yes,research & development,4
49,no,travel_rarely,7,3,m,2,3, healthcare representative ,3,single,10965.0,8,no,24,3,full_time,0,2,3,5,0,0,yes,research & development,2
36,no,travel_rarely,2,3,f,3,1, research scientist ,3,married,2543.0,4,no,13,2,full_time,1,3,3,2,2,2,yes,research & development,4
34,yes,non_travel,19,3,m,4,2, sales executive ,4,Unknown,5304.0,8,yes,13,2,full_time,0,3,2,5,0,4,yes,sales,1
24,no,Unknown,10,4,f,3,2, sales executive ,3,divorced,6477.686121919585,1,yes,12,4,full_time,1,2,4,5,0,3,yes,sales,4
42,no,Unknown,1,4,f,3,1, laboratory technician ,1,Unknown,6477.686121919585,3,no,16,2,part_time,1,5,3,5,1,2,yes,research & development,2
54,no,Unknown,5,2,m,3,5, research director ,1,married,19406.0,4,Unknown,11,3,part_time,1,4,2,4,1,2,no,research & development,1
34,no,Unknown,4,4,f,3,2, sales executive ,3,married,6538.0,9,no,15,1,full_time,1,3,3,3,1,2,yes,sales,3
43,no,Unknown,21,3,m,3,1, laboratory technician ,4,Unknown,2258.0,7,Unknown,20,1,part_time,1,1,3,3,1,2,yes,research & development,4
43,no,travel_rarely,8,4,f,3,2, healthcare representative ,3,Unknown,6477.686121919585,4,yes,14,4,full_time,0,3,3,5,0,2,yes,research & development,3
31,no,travel_rarely,1,2,m,2,1, laboratory technician ,1,married,2218.0,1,no,12,3,part_time,1,3,3,4,3,2,no,research & development,4
25,yes,travel_rarely,3,3,m,3,1, laboratory technician ,1,married,6477.686121919585,5,no,13,3,part_time,1,5,3,2,0,2,yes,research & development,1
45,no,Unknown,10,2,m,3,1, research scientist ,4,married,2654.0,3,no,21,4,full_time,2,3,2,2,0,2,yes,research & development,1
52,no,travel_rarely,4,2,f,3,4, manager ,4,married,6477.686121919585,2,no,13,4,full_time,0,2,1,5,1,4,no,unknow,4
34,yes,travel_frequently,6,2,f,1,1, sales representative ,3,Unknown,6477.686121919585,0,no,16,4,full_time,1,3,2,2,1,0,yes,sales,4
26,no,travel_rarely,23,3,f,3,1, research scientist ,4,divorced,6477.686121919585,1,no,22,2,full_time,2,3,1,3,0,2,yes,research & development,1
29,no,Unknown,3,4,m,2,3, research director ,3,Unknown,11935.0,1,no,18,3,full_time,0,2,3,10,0,7,yes,research & development,2
29,yes,Unknown,25,5,f,2,1, research scientist ,2,married,2546.0,5,no,16,2,full_time,0,2,4,2,1,1,no,research & development,3
46,no,Unknown,2,3,m,3,4, research director ,3,married,17861.0,6,no,13,3,part_time,0,2,1,3,0,1,no,research & development,1
46,no,Unknown,10,3,f,2,3, sales executive ,4,Unknown,6477.686121919585,2,Unknown,19,3,part_time,1,3,3,3,1,2,no,sales,3
30,no,travel_rarely,7,1,m,3,1, sales representative ,2,single,6477.686121919585,0,Unknown,14,1,part_time,0,3,3,3,1,2,yes,sales,4
34,yes,travel_frequently,23,3,f,3,3, human resources ,1,divorced,6477.686121919585,9,yes,15,3,full_time,3,2,3,3,0,2,no,human resources,2
42,no,Unknown,5,2,m,3,1, laboratory technician ,3,married,6477.686121919585,4,no,17,4,full_time,1,4,3,2,2,0,yes,research & development,2
22,yes,Unknown,25,1,m,2,1, laboratory technician ,3,single,3894.0,5,no,16,3,full_time,0,3,3,2,1,2,yes,research & development,3
29,no,travel_rarely,19,3,m,3,2, manufacturing director ,4,divorced,4262.0,4,no,12,2,full_time,2,2,4,3,1,2,yes,research & development,4
46,no,travel_frequently,18,1,f,3,3, healthcare representative ,3,married,10527.0,5,no,11,4,full_time,0,3,2,2,1,2,yes,research & development,1
32,yes,Unknown,11,4,m,4,2, sales executive ,3,Unknown,6477.686121919585,8,Unknown,12,4,part_time,0,2,3,4,1,2,yes,sales,4
24,no,Unknown,24,3,m,3,1, sales representative ,4,Unknown,2400.0,0,no,13,3,full_time,2,3,3,2,2,1,no,sales,4
35,no,travel_rarely,25,2,m,2,2, laboratory technician ,4,single,3681.0,4,no,14,4,full_time,0,3,3,3,0,2,no,research & development,1
42,no,Unknown,2,4,f,3,2, healthcare representative ,4,married,6477.686121919585,1,no,13,2,full_time,2,4,3,10,2,2,yes,research & development,3
48,no,travel_rarely,1,4,f,2,4, manager ,1,married,6477.686121919585,7,no,11,1,full_time,1,3,1,3,0,2,yes,unknow,4
44,no,travel_rarely,1,4,f,2,2, human resources ,3,Unknown,6477.686121919585,4,no,11,2,full_time,0,1,4,2,0,2,yes,human resources,1
34,no,Unknown,14,3,f,3,1, sales representative ,3,Unknown,6477.686121919585,1,yes,18,4,full_time,2,3,3,8,0,6,yes,sales,3
21,no,Unknown,22,1,m,3,1, sales representative ,3,Unknown,3447.0,1,Unknown,11,3,full_time,0,2,3,3,1,2,yes,sales,3
44,no,travel_rarely,3,4,m,3,5, manager ,4,Unknown,19513.0,4,Unknown,12,1,full_time,1,2,4,2,0,1,yes,unknow,4
22,no,travel_rarely,6,1,m,3,1, research scientist ,3,married,6477.686121919585,0,Unknown,20,4,part_time,0,3,3,2,2,2,yes,research & development,1
26,no,travel_rarely,6,3,f,3,1, laboratory technician ,4,Unknown,2659.0,1,yes,13,3,full_time,1,2,3,3,0,2,no,research & development,3
36,no,Unknown,9,2,m,2,2, manufacturing director ,2,Unknown,8847.0,2,yes,11,3,full_time,1,2,3,3,0,2,yes,research & development,2
27,no,Unknown,3,4,m,2,1, research scientist ,4,single,2045.0,0,Unknown,13,4,full_time,0,0,3,4,1,1,yes,research & development,1
23,no,travel_rarely,4,3,m,4,1, research scientist ,1,Unknown,6477.686121919585,2,Unknown,16,1,full_time,1,3,4,3,0,2,no,research & development,1
25,no,Unknown,8,3,m,4,2, sales executive ,2,Unknown,4851.0,0,no,22,3,full_time,1,4,3,3,1,2,no,sales,4
48,no,Unknown,14,1,m,4,2, sales executive ,2,married,8120.0,3,Unknown,12,4,full_time,0,3,3,2,2,2,yes,sales,1
24,yes,travel_rarely,3,2,f,3,2, sales executive ,3,single,4577.0,9,no,14,1,full_time,0,3,3,2,2,0,yes,sales,1
60,no,travel_rarely,16,4,m,3,2, sales executive ,1,single,5405.0,8,no,14,4,part_time,0,1,3,2,2,2,no,sales,1
50,no,Unknown,8,4,m,3,1, sales representative ,2,married,6477.686121919585,7,no,15,4,full_time,1,2,3,2,2,2,yes,sales,4
44,no,non_travel,24,3,m,1,1, laboratory technician ,3,single,3708.0,2,Unknown,14,3,full_time,0,5,3,5,1,4,no,research & development,1
47,no,travel_frequently,3,3,f,3,4, sales executive ,3,divorced,13770.0,9,yes,12,4,full_time,2,2,2,22,11,13,yes,sales,4
42,yes,Unknown,19,3,m,4,1, research scientist ,3,divorced,6477.686121919585,6,Unknown,12,4,full_time,0,2,3,2,2,2,yes,research & development,3
43,no,travel_frequently,15,3,m,2,2, sales executive ,4,married,6477.686121919585,3,Unknown,18,3,full_time,1,5,3,2,2,2,yes,sales,4
40,no,Unknown,2,1,f,2,1, research scientist ,4,single,6477.686121919585,0,Unknown,20,4,full_time,0,2,2,4,2,3,no,research & development,4
29,no,Unknown,10,3,m,3,1, sales representative ,2,Unknown,2297.0,1,no,14,4,part_time,2,2,3,2,2,2,no,sales,4
53,no,Unknown,6,3,m,3,2, laboratory technician ,4,single,2450.0,2,Unknown,17,4,full_time,0,4,3,2,2,2,no,research & development,4
23,no,travel_rarely,12,1,m,4,1, research scientist ,3,single,6477.686121919585,1,Unknown,18,4,part_time,0,3,3,2,0,2,no,research & development,1
55,yes,Unknown,2,3,m,3,5, manager ,1,Unknown,6477.686121919585,5,yes,13,4,full_time,1,2,3,5,1,4,no,unknow,4
26,no,travel_frequently,1,2,f,1,1, laboratory technician ,4,Unknown,6477.686121919585,3,no,14,1,part_time,1,2,3,2,2,0,yes,research & development,1
34,no,travel_rarely,1,4,f,4,1, research scientist ,4,single,6477.686121919585,2,no,16,3,part_time,0,2,3,4,1,3,no,research & development,2
27,no,Unknown,8,1,m,3,2, sales executive ,4,married,4342.0,0,Unknown,19,2,full_time,1,3,3,4,1,1,yes,sales,3
35,no,travel_rarely,8,4,f,3,1, sales representative ,4,Unknown,2572.0,1,no,16,2,full_time,1,1,2,3,0,2,yes,sales,1
30,no,travel_rarely,18,3,m,1,1, laboratory technician ,3,married,6477.686121919585,3,no,21,3,full_time,2,2,3,2,0,2,yes,research & development,4
34,no,Unknown,8,2,f,3,2, sales executive ,1,Unknown,6500.0,5,no,17,2,full_time,1,1,3,3,1,2,yes,sales,3
52,no,travel_rarely,25,4,f,3,2, laboratory technician ,3,Unknown,3149.0,8,Unknown,20,2,part_time,1,3,3,5,1,4,yes,research & development,2
33,yes,travel_rarely,16,3,f,3,2, sales executive ,1,single,5324.0,5,Unknown,15,3,full_time,0,3,3,3,0,2,no,sales,1
35,no,travel_rarely,20,4,f,4,1, research scientist ,3,single,6477.686121919585,3,no,13,3,full_time,0,0,3,2,2,2,no,research & development,2
28,yes,Unknown,2,4,m,3,1, research scientist ,3,single,4382.0,6,no,17,4,full_time,0,3,2,2,2,1,yes,research & development,3
36,no,travel_rarely,13,3,m,3,1, human resources ,2,married,6477.686121919585,4,Unknown,13,2,full_time,1,2,3,5,0,4,yes,human resources,3
34,no,travel_frequently,16,4,f,2,1, research scientist ,4,single,2553.0,1,no,16,3,part_time,0,3,3,5,1,3,yes,research & development,3
34,no,Unknown,3,2,m,3,1, human resources ,4,Unknown,6477.686121919585,0,Unknown,19,3,full_time,1,1,1,3,0,2,no,human resources,3
44,no,travel_rarely,4,3,m,3,2, healthcare representative ,2,single,5933.0,9,Unknown,12,4,part_time,0,2,2,5,2,3,yes,research & development,4
32,no,Unknown,13,4,m,3,2, sales executive ,4,divorced,4403.0,2,Unknown,11,3,part_time,1,3,2,5,0,3,yes,sales,2
53,no,Unknown,7,2,f,2,3, sales executive ,4,married,10934.0,7,yes,18,4,full_time,1,3,3,5,0,4,no,sales,1
22,no,Unknown,1,2,m,2,2, manufacturing director ,4,Unknown,6477.686121919585,6,Unknown,22,1,full_time,2,2,1,2,2,2,no,research & development,4
44,no,travel_rarely,8,4,m,4,1, laboratory technician ,4,Unknown,6477.686121919585,2,yes,24,3,full_time,1,2,2,3,0,2,no,research & development,1
35,yes,travel_frequently,25,4,f,3,1, research scientist ,2,divorced,2022.0,1,Unknown,19,1,full_time,1,3,2,10,7,8,yes,research & development,4
25,no,Unknown,4,1,m,2,2, sales executive ,1,Unknown,4256.0,1,no,12,1,full_time,0,1,4,5,0,3,no,sales,3
49,no,travel_rarely,1,3,f,3,1, research scientist ,1,Unknown,3580.0,2,no,16,2,full_time,1,2,3,4,0,2,no,research & development,3
24,no,non_travel,19,1,m,2,1, laboratory technician ,4,Unknown,6477.686121919585,0,Unknown,17,4,full_time,0,2,2,5,3,4,no,research & development,1
38,no,travel_rarely,9,3,m,2,1, sales representative ,2,Unknown,2899.0,0,Unknown,19,4,part_time,1,3,3,2,1,2,yes,sales,2
29,yes,travel_rarely,1,3,f,2,1, sales representative ,3,Unknown,6477.686121919585,6,yes,19,3,part_time,3,3,3,3,0,2,no,sales,2
43,no,travel_frequently,1,3,f,3,2, healthcare representative ,4,married,5562.0,4,Unknown,13,2,part_time,1,2,2,5,2,2,yes,research & development,4
28,no,travel_rarely,5,4,m,3,2, sales executive ,4,single,6477.686121919585,1,Unknown,14,2,part_time,0,3,3,4,0,2,no,sales,1
20,yes,travel_rarely,2,3,f,2,1, sales representative ,3,single,6477.686121919585,1,Unknown,13,4,full_time,0,3,2,2,0,2,yes,sales,3
47,no,Unknown,2,4,f,2,1, sales representative ,4,single,6477.686121919585,1,yes,18,1,full_time,0,3,2,3,1,2,yes,sales,4
22,yes,travel_rarely,3,1,f,3,2, manufacturing director ,3,married,6477.686121919585,0,yes,19,1,full_time,1,3,4,3,0,2,yes,research & development,2
28,no,Unknown,9,3,f,3,1, research scientist ,3,divorced,2377.0,5,no,18,2,full_time,1,2,3,2,2,2,yes,research & development,3
39,yes,Unknown,6,3,m,3,1, laboratory technician ,1,married,2404.0,7,Unknown,21,4,full_time,0,2,1,2,2,2,yes,research & development,4
33,no,travel_rarely,1,4,m,2,1, research scientist ,1,single,2799.0,3,Unknown,11,2,full_time,0,1,3,3,0,2,no,research & development,3
36,no,travel_rarely,7,4,m,3,1, research scientist ,4,single,6477.686121919585,2,Unknown,18,3,part_time,0,6,3,6,0,1,yes,research & development,2
35,no,travel_rarely,48,3,f,3,2, sales executive ,3,Unknown,6477.686121919585,1,Unknown,16,2,full_time,0,3,3,5,1,0,yes,sales,3
31,yes,Unknown,9,2,m,2,1, research scientist ,1,single,6477.686121919585,0,yes,22,1,full_time,0,0,3,3,1,2,no,research & development,3
33,no,travel_rarely,13,1,f,3,1, research scientist ,4,single,3452.0,3,Unknown,18,1,full_time,0,4,3,3,0,2,no,research & development,2
27,no,Unknown,24,4,f,3,1, laboratory technician ,2,married,2811.0,9,no,14,2,full_time,1,2,3,2,2,2,no,research & development,2
30,yes,travel_rarely,22,3,f,3,1, research scientist ,3,married,6477.686121919585,4,Unknown,11,2,full_time,0,2,3,5,0,1,yes,research & development,1
24,no,Unknown,17,1,f,2,2, manufacturing director ,3,divorced,4377.0,1,no,15,2,full_time,2,6,3,4,3,2,no,research & development,4
35,yes,travel_rarely,14,4,m,2,1, laboratory technician ,2,divorced,6477.686121919585,1,yes,24,4,part_time,1,2,1,4,0,2,no,research & development,3
30,yes,Unknown,5,3,f,3,1, laboratory technician ,2,Unknown,6477.686121919585,0,Unknown,17,1,full_time,0,3,3,3,1,2,yes,research & development,2
48,no,travel_rarely,6,3,m,2,2, healthcare representative ,3,Unknown,4240.0,2,no,13,4,full_time,0,0,3,2,2,2,yes,research & development,1
41,no,travel_rarely,7,2,f,3,2, manufacturing director ,3,Unknown,6477.686121919585,6,Unknown,14,2,full_time,0,6,3,2,2,1,no,research & development,4
27,no,Unknown,2,4,f,3,2, manufacturing director ,4,Unknown,4227.0,0,Unknown,18,2,full_time,1,2,3,3,2,2,yes,research & development,1
35,no,travel_rarely,10,3,m,3,1, laboratory technician ,4,Unknown,3917.0,1,no,20,1,full_time,1,4,2,3,1,2,no,research & development,2
26,yes,non_travel,29,2,m,1,2, sales executive ,1,single,4969.0,8,no,18,4,part_time,0,6,3,2,2,2,yes,sales,2
33,no,non_travel,8,1,f,2,1, sales representative ,4,Unknown,6477.686121919585,0,Unknown,19,4,full_time,0,2,2,2,2,2,no,sales,2
26,yes,Unknown,2,3,m,3,1, research scientist ,1,married,2042.0,6,Unknown,14,2,full_time,1,2,3,3,1,2,yes,research & development,1
38,no,travel_frequently,3,4,m,3,1, research scientist ,3,Unknown,2821.0,3,no,16,1,full_time,1,2,3,2,2,2,no,research & development,3
46,no,Unknown,47,4,m,3,5, research director ,4,Unknown,6477.686121919585,9,no,17,4,part_time,2,0,3,2,2,2,yes,research & development,4
20,yes,Unknown,9,3,f,3,1, sales representative ,4,single,6477.686121919585,1,yes,14,2,part_time,0,3,3,2,0,2,yes,sales,4
30,no,Unknown,20,3,m,3,2, manufacturing director ,1,married,9957.0,0,Unknown,15,3,full_time,1,1,2,6,0,2,no,research & development,2
27,no,non_travel,8,5,m,1,1, laboratory technician ,3,married,6477.686121919585,1,Unknown,19,4,part_time,3,4,3,3,1,2,no,research & development,1
55,no,Unknown,2,1,m,3,3, manufacturing director ,2,married,6477.686121919585,3,no,18,2,full_time,1,4,3,3,1,2,yes,research & development,4
33,no,travel_rarely,5,3,m,2,3, healthcare representative ,4,Unknown,6477.686121919585,4,no,15,3,full_time,1,2,3,3,1,2,yes,research & development,4
28,no,Unknown,15,2,m,3,1, laboratory technician ,3,Unknown,2207.0,1,no,16,4,full_time,1,5,2,4,2,2,yes,research & development,1
34,no,Unknown,3,1,m,3,2, healthcare representative ,4,Unknown,7756.0,0,no,17,3,full_time,0,1,2,6,0,4,yes,research & development,1
33,yes,Unknown,25,3,m,2,1, research scientist ,2,single,6477.686121919585,4,yes,20,2,full_time,0,0,3,2,2,2,no,research & development,1
33,no,Unknown,7,3,f,3,2, sales executive ,2,married,6477.686121919585,0,no,17,3,part_time,1,3,3,3,0,2,no,sales,4
21,no,Unknown,1,1,f,2,1, research scientist ,2,single,2070.0,1,yes,11,3,part_time,0,6,4,2,2,2,yes,research & development,4
31,no,travel_frequently,20,3,m,4,1, sales representative ,4,married,2791.0,0,no,12,1,full_time,1,4,3,2,2,2,yes,sales,3
35,no,Unknown,11,2,m,3,2, sales executive ,4,divorced,6477.686121919585,1,Unknown,11,4,full_time,1,3,3,5,0,2,yes,sales,4
34,no,Unknown,2,2,m,3,2, manufacturing director ,3,single,6477.686121919585,2,no,11,4,part_time,0,3,3,3,0,2,yes,research & development,4
33,yes,Unknown,9,4,f,3,2, sales executive ,1,single,8224.0,0,Unknown,17,1,full_time,0,3,3,5,0,3,no,sales,1
31,yes,Unknown,15,3,m,3,1, laboratory technician ,3,Unknown,2610.0,1,no,12,3,full_time,1,5,2,2,2,2,yes,research & development,3
37,no,travel_rarely,25,2,f,2,2, healthcare representative ,4,Unknown,5731.0,7,no,13,3,full_time,2,2,3,6,1,3,yes,research & development,3
27,no,travel_rarely,6,3,m,2,1, research scientist ,3,married,2539.0,1,no,13,3,full_time,1,0,3,4,2,2,yes,research & development,4
35,no,travel_frequently,4,4,m,2,1, laboratory technician ,4,married,2376.0,1,Unknown,13,2,full_time,1,2,4,2,2,2,yes,research & development,4
56,no,Unknown,4,4,f,3,5, manager ,1,divorced,6477.686121919585,4,no,13,4,full_time,1,2,3,5,4,2,yes,unknow,4
45,no,Unknown,7,3,f,3,1, research scientist ,3,Unknown,6477.686121919585,4,yes,19,3,full_time,1,2,3,3,0,2,yes,research & development,1
20,no,travel_rarely,3,3,m,2,1, laboratory technician ,3,single,6477.686121919585,1,Unknown,12,1,full_time,0,2,2,2,1,2,yes,research & development,1
50,no,travel_frequently,2,3,f,3,4, manager ,1,Unknown,6477.686121919585,2,no,22,3,part_time,1,3,3,2,2,2,yes,unknow,4
46,no,Unknown,15,2,m,3,5, research director ,2,Unknown,19081.0,5,Unknown,11,1,full_time,1,2,3,4,0,3,yes,research & development,4
32,no,Unknown,13,3,f,2,1, laboratory technician ,2,married,2743.0,1,no,20,3,part_time,1,2,3,2,2,2,yes,research & development,3
35,no,Unknown,8,2,f,2,3, sales executive ,4,married,6477.686121919585,4,Unknown,11,2,full_time,1,6,2,13,4,12,no,sales,3
29,no,Unknown,1,3,f,3,1, research scientist ,4,divorced,3760.0,1,no,15,1,full_time,3,5,3,3,1,2,yes,research & development,1
21,yes,travel_frequently,10,2,f,2,1, laboratory technician ,3,Unknown,6477.686121919585,1,Unknown,20,3,full_time,0,2,1,2,2,2,yes,research & development,1
34,no,travel_rarely,2,3,f,3,2, sales executive ,1,Unknown,4538.0,0,Unknown,12,4,full_time,0,3,3,3,0,2,yes,sales,3
